Ticker,Avg Return,Expected Return,Beta,20-Year Risk adj,Market Cap,Sector
MCHP,0.17229397112336242,0.133122,1.546,5.669529917030354,48013717504,Technology
MCHX,-0.17030546124394075,0.157632,1.976,7.727596664317536,66828256,Communication Services
MCI,0.07639747439356781,0.08330399999999999,0.672,2.295933032082572,377553952,Financial Services
MCK,0.13139524454367169,0.07173299999999999,0.469,1.2479036836406885,76944564224,Healthcare
MCN,0.06075667006777974,0.09151199999999998,0.816,2.8802042852978262,157008752,Financial Services
MCO,0.18089739629837398,0.11744699999999998,1.271,4.566644840081004,76586213376,Financial Services
MCR,0.03324847448739687,0.083931,0.683,2.3433911870819655,264914272,Financial Services
MCRI,0.16413263066278327,0.143553,1.729,6.486002801604566,1276068096,Consumer Cyclical
MCS,-0.03174865793761006,0.128163,1.459,5.306682967568551,358528224,Communication Services
MCVT,0.11978260710574373,0.098352,0.936,3.330180527851985,19028074,Financial Services
MCY,0.04842844509616473,0.09401999999999999,0.86,3.0475531399950917,2897569792,Financial Services
MD,-0.18832192781579793,0.13295099999999999,1.543,5.656768460085898,607542784,Healthcare
MDGL,0.06793323336648194,0.021459000000000002,-0.413,4.55853326300174,6087843328,Healthcare
MDLZ,0.07514898461044717,0.07657800000000001,0.554,1.7375461645712658,89334571008,Consumer Defensive
MDT,0.03849186869317056,0.09293699999999999,0.841,2.9757139191472866,101722480640,Healthcare
MDU,0.04295993678289278,0.084045,0.685,2.3519558595518597,5101277696,Industrials
MDWD,-0.15084313895117296,0.08632499999999999,0.725,2.519514071468086,138139520,Healthcare
MDXG,-0.001175791218139266,0.15386999999999998,1.91,7.3781673046615115,997803072,Healthcare
MED,-0.021449109339459538,0.11248799999999999,1.184,4.239714561899155,230993680,Consumer Cyclical
MEDS,-0.0688253190592426,0.16549799999999998,2.114,8.504855496588322,18507566,Healthcare
MEI,-0.10685801710669751,0.089232,0.776,2.7245453987116,346472992,Technology
MEIP,-0.31034491707690204,0.083589,0.677,2.317580029962218,19655438,Healthcare
MELI,0.3380174050670499,0.13597199999999998,1.596,5.8850178801269815,84202807296,Consumer Cyclical
MEOH,-0.008352185239499654,0.15141899999999997,1.867,7.157734784688349,3255776000,Basic Materials
MERC,0.018076335776748165,0.12468599999999999,1.398,5.060565510242946,580255424,Basic Materials
MESO,-0.16501128468171888,0.18191400000000002,2.402,10.359615677475645,781749376,Healthcare
MET,0.06362195615216582,0.105306,1.058,3.776395021812582,50390175744,Financial Services
META,0.22968482696476733,0.113742,1.206,4.321685263193373,1317879414784,Communication Services
MFA,-0.08712422463707337,0.16806299999999996,2.159,8.772925872834545,1109631360,Real Estate
MFC,0.06599176310710786,0.107301,1.093,3.904344193682277,47559020544,Financial Services
MFD,-0.014800186639348234,0.097668,0.924,3.2859441130349056,64191276,Financial Services
MFG,0.030987609376225356,0.070935,0.455,1.1564041166174825,52695212032,Financial Services
MFIC,-0.04803379314061118,0.132552,1.536,5.627063626523492,993155264,Financial Services
MFIN,-0.026319493219874923,0.16646699999999998,2.131,8.605245877718158,164804336,Financial Services
MFM,0.019809944676802527,0.075666,0.538,1.6525684934027485,220353664,Financial Services
MG,-0.10059919055751687,0.14224199999999998,1.706,6.378999461018673,255168080,Industrials
MGA,-0.004019950911112735,0.137568,1.624,6.0080790313708725,11971344384,Consumer Cyclical
MGEE,0.08494290368874502,0.08643899999999999,0.727,2.527720831819288,2720789504,Utilities
MGF,-0.003511544490347962,0.062043,0.299,-0.26308556695791924,100540768,Financial Services
MGIC,0.048607489460916975,0.10616099999999999,1.073,3.8311897149546987,472826272,Technology
MGM,0.059880683263938694,0.17296499999999998,2.245,9.306721873408172,13604300800,Consumer Cyclical
MGNI,-0.010955806249380862,0.17849399999999999,2.342,9.944711753683208,1803509120,Communication Services
MGNX,-0.15666120450587162,0.159171,2.003,7.874573720163372,258050016,Healthcare
MGPI,0.2583124214844008,0.08034,0.62,2.062383581924703,1623378688,Consumer Defensive
MGRC,0.13592825455208923,0.089916,0.788,2.771656184098895,2568891136,Industrials
MGYR,0.05549560396340558,0.060675,0.275,-0.594490604066012,72466520,Financial Services
MHD,0.011991039939677428,0.076065,0.545,1.6900929797581836,627784832,Financial Services
MHF,0.022749811915143248,0.068199,0.407,0.8102339754218332,147228160,Financial Services
MHH,-0.00038282101900699583,0.070137,0.441,1.0609791056001265,90980224,Industrials
MHI,-0.01125530415603404,0.08233499999999999,0.655,2.221343698059031,208130608,Financial Services
MHK,-0.022361795208457158,0.12474299999999999,1.399,5.064549587038775,6900408320,Consumer Cyclical
MHLD,-0.1415870149519507,0.11944199999999999,1.306,4.700546878133777,208434720,Financial Services
MHN,0.011241288754922474,0.07635,0.55,1.7165632186022202,323887552,Financial Services
MHO,0.17689220449247745,0.170628,2.204,9.048635937279895,3318825728,Consumer Cyclical
MICS,-0.13399276243526304,0.050186999999999996,0.091,-8.230214494726763,7765853,Technology
MIDD,0.04389407632155362,0.136257,1.601,5.906864409767954,6702243840,Industrials
MIGI,-0.528065350287513,0.290898,4.314,37.487962108445316,25577010,Financial Services
MIN,-0.00038053634846879625,0.061929,0.297,-0.2889249378616097,300421632,Financial Services
MIND,-0.4409911502218937,0.11243099999999999,1.183,4.235998475281274,5805871,Technology
MINM,-0.004966693725848681,0.210414,2.902,14.527311597358336,9356267,Technology
MITK,0.12973806711170943,0.10650299999999999,1.079,3.853122970682111,524522624,Technology
MITT,-0.12881975653817868,0.16230599999999998,2.058,8.181519128148372,197768528,Real Estate
MIY,0.019852349512578638,0.06848399999999999,0.412,0.8489824315697937,330198720,Financial Services
MKC,0.08707548635433571,0.086838,0.734,2.5563283044011422,18935697408,Consumer Defensive
MKL,0.09333899368189047,0.086724,0.732,2.54817292425693,20532535296,Financial Services
MKSI,0.16600496256757014,0.138708,1.644,6.0970730338882,8740933632,Technology
MKTX,0.14254652729283035,0.10405199999999999,1.036,3.6960936982536485,7567252480,Financial Services
MLAB,0.00483071021457393,0.093621,0.853,3.021154476632953,458170624,Technology
MLCO,-0.11966851854240468,0.10661699999999999,1.081,3.8604363665625674,3343738368,Consumer Cyclical
MLI,0.18588174121866152,0.10627499999999998,1.075,3.838499691006888,6425046528,Industrials
MLKN,-0.016712557857155974,0.11721899999999999,1.267,4.551437028814035,1892697088,Consumer Cyclical
MLM,0.15947071299680116,0.09818099999999999,0.933,3.3191318746616307,33180301312,Basic Materials
MLP,0.11060392194441349,0.07059299999999999,0.449,1.1160112057196505,395172288,Real Estate
MLR,0.13082732943869257,0.10353899999999999,1.027,3.66325180438661,634176320,Consumer Cyclical
MLSS,-0.09998980390921353,0.09561599999999999,0.888,3.152442305479603,52514832,Healthcare
MMAT,-0.4235437060928344,0.12149399999999999,1.342,4.83995219895835,20890084,Technology
MMC,0.16875826731475474,0.097782,0.926,3.29332480488517,103935205376,Financial Services
MMD,0.03831915313632672,0.074526,0.518,1.5421495288053515,461909312,Financial Services
MMI,0.027176890047006852,0.10809899999999999,1.107,3.9556389318604745,1215190528,Real Estate
MMLP,-0.16333112693290153,0.17034299999999997,2.199,9.017615715644615,126753576,Energy
MMM,0.012032891485223685,0.102684,1.012,3.6085084364783477,57090256896,Industrials
MMS,0.08209069620750031,0.087294,0.742,2.5888087041818397,5320170496,Industrials
MMSI,0.19534595589497883,0.096642,0.906,3.219357676589502,4848339968,Healthcare
MMT,0.031178137207084955,0.084045,0.685,2.3519558595518597,263880432,Financial Services
MMU,0.015242765281675119,0.070935,0.455,1.1564041166174825,563012992,Financial Services
MMYT,0.09537292594305735,0.11801699999999998,1.281,4.604747699704569,9061120000,Consumer Cyclical
MNDO,0.055436573430096114,0.091284,0.812,2.8648062964762824,37926968,Technology
MNKD,-0.20582176650339035,0.11727599999999999,1.268,4.555237220565008,1440551680,Healthcare
MNOV,-0.02986362479336857,0.084843,0.699,2.411384993708654,70626528,Healthcare
MNRO,-0.07296734449440612,0.10941,1.13,4.040107488717006,690767360,Consumer Cyclical
MNSB,0.08796748844926983,0.075837,0.541,1.6687182634604238,143164592,Financial Services
MNST,0.15596377240333736,0.088263,0.759,2.657119757529915,49833349120,Consumer Defensive
MNTX,-0.12193105801480131,0.09168299999999999,0.819,2.8917305991351254,90823440,Industrials
MO,0.04960563681525665,0.083076,0.668,2.2785226118721127,78083457024,Consumer Defensive
MOD,0.2044689899310983,0.174105,2.265,9.435065256086032,5127565824,Consumer Cyclical
MODG,0.06895564936502785,0.14777099999999999,1.803,6.8396665077089205,2821470976,Consumer Cyclical
MODN,0.10334882982056981,0.083589,0.677,2.317580029962218,1182690048,Technology
MODV,-0.03958318396781224,0.071961,0.473,1.2733775056921264,358683104,Healthcare
MOFG,0.0074797694537844794,0.10205699999999998,1.001,3.5683464535192675,339526688,Financial Services
MOH,0.21087371983357794,0.07777499999999998,0.575,1.845055817046018,17740931072,Healthcare
MORN,0.16042316492015862,0.11111999999999998,1.16,4.150746083871495,12576182272,Financial Services
MOS,-0.03853780740389823,0.127992,1.456,5.29442685724535,9487520768,Basic Materials
MOV,-0.04150223580828949,0.10604699999999999,1.071,3.823880786167454,542585408,Consumer Cyclical
MPA,0.027917944402162664,0.071163,0.459,1.1829306347840627,163294448,Financial Services
MPAA,-0.12649567022769193,0.12764999999999999,1.45,5.269963235968758,116598032,Consumer Cyclical
MPB,0.058950042383278944,0.078231,0.583,1.8849165945027022,351309760,Financial Services
MPC,0.17945091318452078,0.12719399999999997,1.442,5.2374449092604305,60921380864,Energy
MPLX,0.017244202937264363,0.12092399999999999,1.332,4.801048459166593,43291860992,Energy
MPU,-0.0322779730987246,0.213378,2.954,15.044934273628682,86348640,Communication Services
MPV,0.07652793473527986,0.07754699999999999,0.571,1.8249066389888169,175269600,Financial Services
MPW,-0.0548105599950276,0.11932799999999999,1.304,4.69285351879447,2796465664,Real Estate
MPWR,0.35628493105032444,0.109467,1.131,4.043786430070516,39458390016,Technology
MPX,0.04752488909117902,0.115395,1.235,4.4304263328013995,344401216,Consumer Cyclical
MQT,0.018589399438042165,0.074697,0.521,1.5590308272899907,227750304,Financial Services
MQY,0.021329858560740877,0.07293,0.49,1.3785789936550277,879243264,Financial Services
MRC,-0.0787888881487453,0.160881,2.033,8.040723167588673,1063395008,Energy
MRCC,0.017020394810095985,0.10661699999999999,1.081,3.8604363665625674,163580576,Financial Services
MRCY,0.09233552408506984,0.084729,0.697,2.4029496843181204,1588098944,Industrials
MRIN,-0.4152424701474845,0.07338599999999999,0.498,1.426478009982724,7331009,Technology
MRK,0.11493293692380968,0.067971,0.403,0.7787238057750957,328809414656,Healthcare
MRKR,-0.3058658394081777,0.13608599999999998,1.598,5.8937498505973,43079252,Healthcare
MRO,-0.018276229237006336,0.16926,2.18,8.900623252704364,15991596032,Energy
MRTN,0.08634112458400667,0.08957399999999999,0.782,2.748148410059933,1486496640,Industrials
MRVL,0.18114321379689713,0.127821,1.453,5.282186973980132,59492691968,Technology
MS,0.14333846757417534,0.12303299999999999,1.369,4.945720120502312,155641561088,Financial Services
MSA,0.14185837438887083,0.10114499999999998,0.985,3.509882107451206,7393614336,Industrials
MSB,0.06201572811814504,0.093336,0.848,3.002250299626885,229468800,Basic Materials
MSCI,0.28104166748365667,0.108156,1.108,3.9593060515378733,38567133184,Financial Services
MSD,0.016400422639999412,0.080454,0.622,2.071682592152079,152032960,Financial Services
MSEX,0.11564361062905126,0.08957399999999999,0.782,2.748148410059933,941884992,Utilities
MSFT,0.2865155106788717,0.09590099999999999,0.893,3.171066328327756,3365721604096,Technology
MSI,0.20894328905870352,0.09977699999999999,0.961,3.4220202281356986,64446500864,Technology
MSM,0.02044766890806682,0.092994,0.842,2.979510009811628,4392009728,Industrials
MSN,-0.044245380918842114,0.068313,0.409,0.8258172845431707,10733881,Technology
MSTR,0.2698894609817317,0.22084499999999996,3.085,16.43110026863201,27056629760,Technology
MT,-0.062333287022153905,0.14731499999999997,1.795,6.800720565675923,18450206720,Basic Materials
MTA,0.1320266478874328,0.12633899999999998,1.427,5.17677547482127,255260720,Basic Materials
MTB,0.038632513137168534,0.089118,0.774,2.7166559194090474,24635992064,Financial Services
MTCH,0.05248399168202145,0.130215,1.495,5.4550515092786895,8089590784,Communication Services
MTD,0.1896720315393683,0.113457,1.201,4.3030180252097985,30039611392,Healthcare
MTDR,0.08399139313759729,0.233784,3.312,19.13926390248927,7440631296,Energy
MTEM,-0.471208562319021,0.113457,1.201,4.3030180252097985,7242268,Healthcare
MTEX,-0.03429746227233277,0.111291,1.163,4.161843268402182,13099429,Consumer Defensive
MTG,0.09324074595106602,0.115395,1.235,4.4304263328013995,5656975872,Financial Services
MTH,0.1463933021588435,0.146802,1.786,6.757116634566247,5889125376,Consumer Cyclical
MTN,0.10464157386948325,0.10997999999999998,1.14,4.076923395664471,6734695936,Consumer Cyclical
MTR,-0.07440520729587285,0.082677,0.661,2.247849504936231,15415617,Energy
MTRN,0.12160013176598916,0.11414099999999999,1.213,4.34785823628087,2226084096,Basic Materials
MTRX,-0.11573176194419699,0.11744699999999998,1.271,4.566644840081004,269810944,Industrials
MTSI,0.1723927138035748,0.140133,1.669,6.2096342463365275,7906488832,Technology
MTUS,-0.06023857050436254,0.128733,1.469,5.347654910265802,882503488,Basic Materials
MTW,-0.0884725872339246,0.158715,1.995,7.830775085415166,372825088,Industrials
MTX,0.02763649251378486,0.119784,1.312,4.723658557848247,2666926080,Basic Materials
MTZ,0.13854889560428552,0.13984799999999997,1.664,6.187002960354797,8681624576,Industrials
MU,0.1506537635532601,0.11408399999999999,1.212,4.344116419135828,146427527168,Technology
MUA,0.02730266197128306,0.076236,0.548,1.7060077316330595,442127840,Financial Services
MUC,0.011265370330674873,0.072075,0.475,1.2860079716440795,1041674048,Financial Services
MUE,0.014899154699014927,0.076749,0.557,1.7531734104063905,222687888,Financial Services
MUFG,0.07819143056270672,0.079656,0.608,2.0059881087417417,121986793472,Financial Services
MUI,0.02062395936464645,0.075381,0.533,1.625420302728143,885502784,Financial Services
MUJ,0.01840934515603898,0.07070699999999999,0.451,1.1295574495738727,604714560,Financial Services
MULN,-0.7586017090679492,0.08871899999999999,0.767,2.688954079067692,40720008,Consumer Cyclical
MUR,-0.01651794204946333,0.17091299999999998,2.209,9.079753864838471,6283079680,Energy
MUSA,0.2569258591364003,0.08832,0.76,2.661109563860973,9822054400,Consumer Cyclical
MUX,-0.10178187444658038,0.131184,1.512,5.525970587254555,465894144,Basic Materials
MVBF,0.013833061071782948,0.104679,1.047,3.736238041850445,233877264,Financial Services
MVF,0.007513268163926279,0.073443,0.499,1.43239714339986,456496128,Financial Services
MVIS,-0.05850143173780087,0.21406199999999997,2.966,15.166945676253578,227326000,Technology
MVO,-0.015041675441981983,0.083874,0.682,2.3391016015447477,106375000,Energy
MVT,0.006413642449192292,0.081708,0.644,2.172210466730526,228223712,Financial Services
MWA,0.08799718992199024,0.12081,1.33,4.7932846645298905,2742105856,Industrials
MX,-0.0977462011383935,0.087921,0.753,2.633115954765884,186746864,Technology
MXC,0.028149441483849902,0.075723,0.539,1.6579632001361946,23758668,Energy
MXE,-0.04543070115819403,0.10228499999999999,1.005,3.5829531776557086,41894400,Financial Services
MXF,-0.014845810127364967,0.109068,1.124,4.0180456419845685,234725504,Financial Services
MXL,0.07366448074561638,0.14936699999999997,1.831,6.977382954294333,1665053952,Technology
MYD,0.011820189834236494,0.08239199999999999,0.656,2.225775413237305,493921824,Financial Services
MYE,-0.01636186401344497,0.11733299999999999,1.269,4.559038583823464,492302912,Consumer Cyclical
MYGN,-0.041469362556202594,0.15660599999999997,1.958,7.630929563863372,2200249344,Healthcare
MYI,0.0176569613700297,0.070821,0.453,1.1430213675973446,741775040,Financial Services
MYMD,-0.6365537832165342,0.19878599999999996,2.698,12.660340437899315,4337868,Healthcare
MYN,0.011108954252528891,0.07783199999999998,0.576,1.8500699981547692,398074176,Financial Services
NAC,0.02065024823079087,0.071334,0.462,1.202620767004042,1671539072,Financial Services
NAD,0.023596343549560528,0.07264499999999999,0.485,1.3481336962624062,2756513024,Financial Services
NAII,0.010464448577398588,0.076122,0.546,1.6954088569814052,38259368,Consumer Defensive
NAK,-0.09950079568566961,0.08524199999999998,0.706,2.4407711753849775,152927760,Basic Materials
NAT,-0.02628707932338492,0.03816,-0.12,10.806946054114768,862327488,Industrials
NATH,0.08152041039770963,0.06096,0.28,-0.521373248461719,284330400,Consumer Cyclical
NATR,0.017713024270241018,0.092538,0.834,2.9490912348808025,281508896,Consumer Defensive
NAVI,0.012336270121368287,0.125826,1.418,5.140559607355104,1587915008,Financial Services
NAZ,0.014679556223311518,0.073215,0.495,1.4086306224422314,128769344,Financial Services
NBH,0.005899423431277029,0.077319,0.567,1.8046068049493458,315728928,Financial Services
NBHC,0.08133549313421806,0.093165,0.845,2.990887845839745,1406348416,Financial Services
NBIX,0.2461770176279927,0.06529199999999999,0.356,0.3688303299072592,13516555264,Healthcare
NBN,0.19789407774952794,0.11140499999999999,1.165,4.169245035013042,457360992,Financial Services
NBR,-0.2426393092853094,0.17433300000000002,2.269,9.460929779000105,671059712,Energy
NBTB,0.0705874335986485,0.074241,0.513,1.5137506893566137,1776585600,Financial Services
NBY,-0.6049231987891992,0.153357,1.901,7.331569017911237,3289925,Healthcare
NC,0.11613741934705413,0.101487,0.991,3.531814287401975,223363584,Energy
NCA,0.01498643102756736,0.063354,0.322,0.014275891667406677,286385920,Financial Services
NCLH,-0.053021752988390736,0.194625,2.625,12.050957472771309,7997323776,Consumer Cyclical
NCMI,-0.3047741776502304,0.16036799999999998,2.024,7.990559994867565,410435680,Communication Services
NCPL,-0.41140310425901183,0.048249,0.057,-14.833720907976238,3832536,Financial Services
NCTY,-0.3554327072717953,0.148569,1.817,6.908249465315846,78096328,Financial Services
NCV,-0.029224808966713645,0.115623,1.239,4.445491635377386,296425408,Financial Services
NCZ,-0.032309197134119616,0.115224,1.232,4.41913831283222,222638704,Financial Services
NDAQ,0.21380545334198486,0.09909299999999999,0.949,3.3779853356956298,34695753728,Financial Services
NDLS,-0.253878481489633,0.147828,1.804,6.844547191325139,83890656,Consumer Cyclical
NDSN,0.12021500795216489,0.098352,0.936,3.330180527851985,13189576704,Industrials
NEA,0.024803216164821285,0.07464,0.52,1.553416698353977,3417478656,Financial Services
NECB,0.14010662932622586,0.077433,0.569,1.8147757842314876,244449632,Financial Services
NEE,0.14643133163141342,0.07657800000000001,0.554,1.7375461645712658,151459954688,Utilities
NEGG,-0.3231381101364531,0.20830500000000002,2.865,14.169726968187765,343972096,Consumer Cyclical
NEM,0.06821745039106153,0.07549499999999999,0.535,1.6363148042440772,48247377920,Basic Materials
NEN,0.0554046419184997,0.063867,0.331,0.11393160198168518,248240448,Real Estate
NEO,0.15345481147323636,0.11123399999999999,1.162,4.158143482844264,1703678080,Healthcare
NEOG,0.008644961694873166,0.11282999999999999,1.19,4.2620285840626595,3457063680,Healthcare
NEON,-0.22731502172319218,0.145719,1.767,6.665786342774777,33790900,Technology
NEPH,-0.1358475294841226,0.11414099999999999,1.213,4.34785823628087,22037168,Healthcare
NEU,0.042399558314819785,0.072987,0.491,1.384620393895418,4898056192,Basic Materials
NEWP,0.21020901602661324,0.11254499999999999,1.185,4.243431474559552,266857296,Basic Materials
NEWT,0.08295989314061591,0.12348899999999999,1.377,4.977269813662467,305709760,Financial Services
NFBK,-0.01824006596870853,0.086952,0.736,2.564469400605757,400428128,Financial Services
NFG,-0.008050927346520576,0.08091,0.63,2.108604441255795,5037101056,Energy
NFJ,0.023449207375528358,0.10923899999999999,1.127,4.029074066835401,1168903680,Financial Services
NFLX,0.27072772304117865,0.11664899999999999,1.257,4.513498702322596,294882803712,Communication Services
NG,-0.010644146126424725,0.099378,0.954,3.3963431141243405,1224068736,Basic Materials
NGD,-0.10899042248642687,0.13380599999999998,1.558,5.720762508299142,1588350336,Basic Materials
NGG,0.01286483336216171,0.059079,0.247,-1.0520342631034465,54520881152,Utilities
NGL,-0.12958027179281972,0.139335,1.655,6.146417271538622,659914752,Energy
NGS,-0.04934375245171918,0.108441,1.113,3.9776486048490565,239041056,Energy
NGVC,0.018938832187761045,0.10348199999999999,1.026,3.6596026701609397,482276608,Consumer Defensive
NHC,0.08999757698895694,0.070137,0.441,1.0609791056001265,1655005824,Healthcare
NHI,0.05068478147705524,0.10319699999999998,1.021,3.6413563958390154,2934213632,Real Estate
NHS,0.008825813951323314,0.10006199999999998,0.966,3.4403454594395333,203830240,Financial Services
NHTC,0.05892203822337039,0.090087,0.791,2.7833755000154063,81078272,Consumer Cyclical
NI,0.09240642789258047,0.07372799999999999,0.504,1.461772236869075,13000844288,Utilities
NIC,0.1174220053189079,0.089004,0.772,2.7087553008797185,1201101440,Financial Services
NICE,0.15711882802095345,0.069168,0.424,0.9392308719207081,10807682048,Technology
NICK,-0.07547152865191253,0.097554,0.922,3.278560065078079,47898980,Financial Services
NIM,0.011382158523284058,0.05925,0.25,-0.9986351153151602,112143872,Financial Services
NITO,-0.5525776861379292,0.11835899999999999,1.287,4.627667759244052,1626263,Basic Materials
NJR,0.06921355925753137,0.08079599999999999,0.628,2.0994144632258465,4210818560,Utilities
NKE,0.10760132291051949,0.10490699999999999,1.051,3.7508386800800664,142166622208,Consumer Cyclical
NKSH,0.015385012300195289,0.07578,0.54,1.6633464329126608,166381408,Financial Services
NKTR,-0.21500332139278888,0.085584,0.712,2.465794189900943,209782800,Healthcare
NKX,0.027606391587576162,0.07332899999999999,0.497,1.4205439446973729,586400512,Financial Services
NL,-0.0292765386196312,0.079884,0.612,2.0249034352241004,289582656,Industrials
NLY,-0.06279330174370457,0.135459,1.587,5.845832952751584,9848658944,Real Estate
NMFC,0.061299672282103757,0.11180399999999999,1.172,4.195174758005351,1297788672,Financial Services
NMI,0.018084276061769877,0.057996,0.228,-1.4196978309741017,97897712,Financial Services
NMIH,0.11309452815024335,0.106845,1.085,3.875066899187211,2681191680,Financial Services
NMM,-0.12626646410916742,0.156549,1.957,7.625589669563095,1523104768,Industrials
NMR,0.0024554957345950257,0.08239199999999999,0.656,2.225775413237305,17064330240,Financial Services
NMT,0.015370666520555964,0.068712,0.416,0.8794865038833292,103596528,Financial Services
NMZ,0.025355721751324056,0.081423,0.639,2.1496363195854515,1193821184,Financial Services
NNBR,-0.1832965692398384,0.21748199999999995,3.026,15.791820373331388,152014592,Industrials
NNI,0.10408485403771572,0.095787,0.891,3.1636202389031784,3656338176,Financial Services
NNN,0.04888275611867976,0.103767,1.031,3.6778481615376735,7740994560,Real Estate
NNVC,-0.3276195706575272,0.09875099999999999,0.943,3.3559356351776617,20438220,Healthcare
NNY,0.01071480265362057,0.063354,0.322,0.014275891667406677,156188048,Financial Services
NOA,0.10858166527930835,0.136257,1.601,5.906864409767954,515306304,Energy
NOAH,-0.027973454911002227,0.090144,0.792,2.7872769277704172,702305728,Financial Services
NOC,0.15164813980327607,0.064437,0.341,0.21953915958508521,64427569152,Industrials
NOG,-0.1338655039338914,0.145776,1.768,6.670568975226729,3808762880,Energy
NOK,-0.05272934801507312,0.084672,0.696,2.3987253563542605,20803104768,Technology
NOM,-0.004090658128755531,0.067743,0.399,0.746743568603238,24251896,Financial Services
NOTV,-0.03955027656587873,0.23332799999999998,3.304,19.036678693850273,44930524,Healthcare
NOV,-0.12501495970860388,0.14224199999999998,1.706,6.378999461018673,7467719168,Energy
NOVT,0.2903221077383067,0.12155099999999999,1.343,4.8438504251646455,5863986176,Technology
NOW,0.289093377990415,0.09983399999999999,0.962,3.4256862680292772,158992367616,Technology
NPK,0.04548498050119121,0.07919999999999999,0.6,1.9677927753221274,527211936,Industrials
NPO,0.0807364200832712,0.128448,1.464,5.3271460997739535,3024435712,Industrials
NPV,0.019051302857091112,0.07999799999999999,0.614,2.0343167654828562,204359504,Financial Services
NQP,0.0267943337484311,0.071619,0.467,1.235058362901239,450335392,Financial Services
NR,-0.036798378543622445,0.20830500000000002,2.865,14.169726968187765,689281728,Energy
NRC,0.06410724160870296,0.07805999999999999,0.58,1.8700359377714302,548939136,Healthcare
NRG,0.09540844132216897,0.10536299999999998,1.059,3.780046569052788,16398723072,Utilities
NRIM,0.10906488526617375,0.088092,0.756,2.645131893095998,307921504,Financial Services
NRK,0.020317013623184277,0.07378499999999999,0.505,1.4676038110406067,964822400,Financial Services
NRO,0.030007893226708493,0.12548399999999998,1.412,5.116491709246967,157458352,Financial Services
NRP,0.007120899361451105,0.06956699999999999,0.431,0.9901889103891822,1168871424,Energy
NRT,-0.0617592462264932,0.093222,0.846,2.994677022414048,56797844,Energy
NSC,0.09307925343479218,0.11967,1.31,4.715949369027247,47419346944,Industrials
NSIT,0.21257623997820851,0.130443,1.499,5.471687918208639,6403074560,Technology
NSP,0.21293250674537578,0.11083499999999999,1.155,4.1322650381057295,3442465792,Industrials
NSPR,-0.7075143424034516,0.099378,0.954,3.3963431141243405,62401000,Healthcare
NSSC,0.3516806042734355,0.13677,1.61,5.946328332312013,1906682112,Industrials
NSYS,0.11454581906478989,0.07521,0.53,1.6089889935009611,36774112,Healthcare
NTAP,0.1568365443953188,0.115509,1.237,4.437956883619208,26554632192,Technology
NTCT,-0.08169305636523883,0.08022599999999999,0.618,2.0530564978369954,1319047808,Technology
NTES,0.21516300609714012,0.074583,0.519,1.5477896266153637,61910093824,Communication Services
NTGR,-0.034608061100456444,0.08974499999999999,0.785,2.7599139715435506,428218752,Technology
NTIC,0.053002622505409436,0.080682,0.626,2.090197708535249,154612640,Basic Materials
NTIP,-0.0014748921379482693,0.054633,0.169,-3.0425410453494335,37463200,Industrials
NTRS,0.043140796518727154,0.10832699999999999,1.111,3.9703101713716045,16887023616,Financial Services
NTWK,-0.04146865604339023,0.105876,1.068,3.812919254243665,29197312,Technology
NTZ,-0.08592721605797804,0.115281,1.233,4.422899950707526,56064316,Consumer Cyclical
NUE,0.14517515420178584,0.13694099999999998,1.613,5.959523304483753,37093580800,Basic Materials
NURO,-0.5202333863158122,0.168348,2.164,8.803178074166356,7452570,Healthcare
NUS,-0.15499532202656485,0.11111999999999998,1.16,4.150746083871495,536407936,Consumer Defensive
NUV,0.01722465784591054,0.06489299999999999,0.349,0.3004510502824643,1776559616,Financial Services
NUWE,-0.8761789511278599,0.07275899999999999,0.487,1.3603599002839493,2187793,Healthcare
NVAX,-0.18144040261701777,0.15614999999999998,1.95,7.588299629902875,1889833344,Healthcare
NVDA,0.8361439788859404,0.141558,1.694,6.323700544765666,3049943203840,Technology
NVEC,0.07579822593080898,0.10764299999999999,1.099,3.9263177703990415,354695424,Technology
NVEE,0.24986268285829105,0.11465399999999999,1.222,4.3815779141745494,1502053120,Industrials
NVFY,-0.3381355948808963,0.115623,1.239,4.445491635377386,4148716,Consumer Cyclical
NVG,0.031797026735676415,0.080739,0.627,2.094809452761668,2660484096,Financial Services
NVGS,-0.048948079026799096,0.12850499999999998,1.465,5.331244195586904,1218302720,Energy
NVMI,0.3503026055951328,0.12594,1.42,5.1485956951829435,6830818304,Technology
NVO,0.24289515677083662,0.054917999999999995,0.174,-2.8648784347555294,647543521280,Healthcare
NVR,0.20841805720995077,0.11140499999999999,1.165,4.169245035013042,23984306176,Consumer Cyclical
NVRI,-0.10861683108263531,0.172452,2.236,9.249495330034707,691290624,Industrials
NVS,0.05309728113011669,0.073272,0.496,1.4145948487215771,217539952640,Healthcare
NWBI,0.015002526870024457,0.080454,0.622,2.071682592152079,1430447360,Financial Services
NWE,0.02553887145379874,0.071847,0.471,1.260676401037939,3064320000,Utilities
NWFL,0.057970606231495525,0.08262,0.66,2.243445841195436,202299776,Financial Services
NWG,-0.018897371671759533,0.11892899999999999,1.297,4.665967671909335,33764362240,Financial Services
NWL,-0.1273782011718505,0.09863699999999999,0.941,3.348580497357461,2607211008,Consumer Defensive
